road_stats_id,road_stats_id_distance,year,dec_lat,dec_long,fatal_count,maj_inj_count,bicycle_death_count,bicycle_maj_inj_count,ped_death_count,ped_maj_inj_count,time_of_day,weather,relation_to_road,alcohol_related,speeding,speeding_related,aggressive_driving
2414,0.460871420805978,2011,40.45999908,-79.75869751,0,1,0,0,0,0,1820,1,2,0,0,0,0
1721,2.19817292988264,2011,40.39099884,-79.86930084,1,0,0,0,0,0,2155,1,5,0,1,1,1
3905,26.2540642779625,2011,40.51399994,-80.01339722,0,1,0,0,0,0,1204,1,1,0,0,1,1
2800,8.893889384192,2011,40.46770096,-79.96360016,0,1,0,0,0,1,710,1,1,0,0,0,1
4890,2.50964922994597,2011,40.48149872,-80.13030243,0,1,0,0,0,0,1618,4,1,0,0,1,1
1220,0.825802694140556,2011,40.47629929,-79.96929932,0,1,0,0,0,0,606,4,3,0,0,0,0
404,7.86480366052377,2011,40.65250015,-80.04859924,0,1,0,0,0,0,708,1,1,1,0,1,1
1245,4.84291291065077,2011,40.41429901,-79.84629822,0,1,0,0,0,0,1231,1,3,0,0,1,1
2197,5.75343409062332,2011,40.24309921,-79.89479828,0,1,0,0,0,0,330,1,1,1,0,0,0
122,1.57497549681646,2011,40.43330002,-79.86990356,0,1,0,0,0,0,430,4,5,0,0,1,1
4353,12.5251100400621,2011,40.4355011,-79.97290039,0,1,0,0,0,1,314,1,5,1,0,0,0
143,10.0706600286836,2011,40.5320015,-80.07240295,0,1,0,0,0,0,1345,1,4,0,0,0,0
66,10.9923188174612,2011,40.41059875,-80.07099915,0,1,0,0,0,1,2015,4,2,0,0,1,1
4177,22.7717811235392,2011,40.32440186,-79.92120361,0,1,0,0,0,0,9999,1,5,1,0,0,0
480,9.4680481132102,2011,40.46020126,-79.96929932,0,1,0,0,0,1,642,1,1,0,0,0,0
3575,16.1189512680421,2011,40.44919968,-79.98539734,0,1,0,0,0,1,1414,1,1,0,0,0,0
122,0.85505457438792,2011,40.43080139,-79.87310028,0,1,0,0,0,0,1854,1,3,0,0,0,0
720,9.44384882068593,2011,40.32910156,-79.83370209,1,0,0,0,1,0,242,2,2,0,1,1,1
